Location,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Previous_Violations,day_of_week,hour,Violation_Type
Punjab,Car,Green,2003,Delhi,47,Male,Learner,5,Dust Storm,Slippery,Suspended,2,Yes,Yes,Yellow,60,118,0.49,Positive,No,3,6,23,Over-speeding
Punjab,Scooter,Blue,2021,Tamil Nadu,31,Male,Two-Wheeler,8,Dust Storm,Dry,Valid,4,No,No,Red,50,72,0.27,Negative,Yes,5,4,4,Drunk Driving
West Bengal,Truck,Yellow,2009,Maharashtra,69,Other,Learner,4,Clear,Under Construction,Expired,1,,Yes,Yellow,80,105,0.33,Not Conducted,No,3,0,0,Overloading
Gujarat,Scooter,Blue,2008,West Bengal,38,Female,Learner,2,Dust Storm,Slippery,Expired,3,Yes,Yes,Red,30,61,0.32,Positive,No,5,2,8,No Helmet
West Bengal,Bike,Silver,2010,West Bengal,35,Other,Two-Wheeler,9,Cloudy,Under Construction,Suspended,3,,No,Yellow,40,63,0.25,Negative,No,0,2,5,No Helmet
West Bengal,Bike,Red,2021,Uttar Pradesh,57,Other,Four-Wheeler,4,Clear,Slippery,Valid,3,No,Yes,Yellow,100,73,0.33,Positive,No,3,2,14,Overloading
Punjab,Auto Rickshaw,Red,2000,West Bengal,55,Female,Learner,8,Clear,Dry,Valid,3,No,Yes,Green,40,57,0.42,Not Conducted,Yes,3,0,19,Wrong Parking
Gujarat,Scooter,Blue,2010,Uttar Pradesh,39,Male,Four-Wheeler,0,Rainy,Slippery,Expired,3,No,Yes,Green,40,57,0.32,Negative,No,5,0,10,Wrong Parking
West Bengal,Truck,Green,2005,Tamil Nadu,54,Female,Heavy Vehicle,9,Rainy,Under Construction,Valid,3,,Yes,Green,80,34,0.46,Negative,No,1,3,5,Using Mobile Phone
West Bengal,Truck,Grey,2010,Punjab,29,Female,Four-Wheeler,4,Clear,Potholes,Suspended,2,,,Green,80,49,0.49,Positive,No,4,0,4,Signal Jumping
Maharashtra,Bike,Green,1997,West Bengal,74,Male,Learner,9,Dust Storm,Wet,Valid,2,No,No,Red,50,45,0.26,Negative,No,5,3,6,No Seatbelt
Uttar Pradesh,Bike,Yellow,2009,Maharashtra,50,Male,Two-Wheeler,0,Clear,Slippery,Suspended,4,,,Green,60,35,0.5,Not Conducted,No,4,2,6,Driving Without License
Delhi,Truck,Silver,1999,West Bengal,27,Other,Two-Wheeler,1,Dust Storm,Potholes,Expired,2,No,Yes,Red,50,85,0.21,Positive,Yes,3,5,18,Using Mobile Phone
Gujarat,Truck,Red,2020,Tamil Nadu,54,Male,Two-Wheeler,8,Dust Storm,Potholes,Suspended,2,No,Yes,Red,60,33,0.02,Negative,No,4,5,19,Over-speeding
Delhi,Bus,Yellow,1997,Maharashtra,59,Female,Learner,3,Dust Storm,Potholes,Valid,1,Yes,,Green,80,49,0.35,Negative,Yes,3,5,2,No Seatbelt
Maharashtra,Auto Rickshaw,Silver,2011,Karnataka,57,Female,Heavy Vehicle,7,Dust Storm,Slippery,Expired,2,,Yes,Yellow,40,45,0.2,Not Conducted,Yes,5,1,23,Wrong Parking
Punjab,Auto Rickshaw,Black,2023,Maharashtra,18,Female,Learner,6,Rainy,Potholes,Suspended,2,Yes,Yes,Yellow,30,55,0.41,Positive,No,3,5,21,Over-speeding
Uttar Pradesh,Truck,Yellow,2017,Karnataka,53,Male,Heavy Vehicle,4,Dust Storm,Dry,Valid,3,No,Yes,Red,80,27,0.42,Not Conducted,No,2,0,4,No Seatbelt
Tamil Nadu,Bike,Black,2016,West Bengal,49,Female,Learner,9,Foggy,Slippery,Suspended,1,No,No,Yellow,40,67,0.16,Positive,Yes,2,0,1,Over-speeding
Karnataka,Auto Rickshaw,Blue,2010,Punjab,21,Female,Two-Wheeler,8,Cloudy,Potholes,Valid,4,Yes,No,Red,60,89,0.28,Not Conducted,Yes,1,5,22,Driving Without License
West Bengal,Truck,Yellow,2003,Karnataka,62,Male,Commercial,1,Clear,Under Construction,Suspended,3,No,No,Red,80,37,0.08,Not Conducted,Yes,3,2,15,Over-speeding
Tamil Nadu,Scooter,Green,2004,Delhi,57,Male,Commercial,9,Dust Storm,Slippery,Valid,1,,No,Red,50,89,0.19,Not Conducted,No,1,5,6,Driving Without License
Uttar Pradesh,Scooter,Blue,2019,Uttar Pradesh,20,Other,Four-Wheeler,5,Rainy,Wet,Expired,4,,,Yellow,60,46,0.12,Not Conducted,No,4,0,1,No Seatbelt
Uttar Pradesh,Scooter,Grey,2020,Karnataka,69,Male,Two-Wheeler,5,Rainy,Slippery,Expired,5,Yes,,Yellow,80,93,0.42,Positive,Yes,0,0,6,No Seatbelt
Tamil Nadu,Auto Rickshaw,Silver,1997,Punjab,45,Other,Two-Wheeler,3,Foggy,Wet,Suspended,3,No,No,Green,60,109,0.2,Negative,No,2,4,11,No Helmet
West Bengal,Scooter,Grey,2016,West Bengal,18,Female,Learner,6,Foggy,Wet,Expired,5,No,,Red,100,79,0.21,Not Conducted,Yes,0,3,15,Driving Without License
Uttar Pradesh,Bike,Silver,2020,Punjab,25,Other,Learner,4,Dust Storm,Potholes,Suspended,2,,,Red,80,119,0.06,Not Conducted,No,0,4,6,Signal Jumping
West Bengal,Auto Rickshaw,White,2018,Punjab,67,Other,Learner,5,Clear,Under Construction,Suspended,3,,Yes,Yellow,40,101,0.06,Not Conducted,No,0,4,0,Signal Jumping
Tamil Nadu,Truck,Grey,2018,Punjab,74,Female,Learner,10,Rainy,Potholes,Expired,5,No,Yes,Yellow,100,42,0.49,Not Conducted,Yes,3,5,10,No Helmet
Karnataka,Scooter,White,1996,West Bengal,61,Female,Heavy Vehicle,6,Cloudy,Under Construction,Suspended,1,No,Yes,Green,100,34,0.45,Negative,Yes,3,1,12,No Helmet
Karnataka,Scooter,Grey,2021,Karnataka,28,Female,Learner,8,Foggy,Wet,Expired,5,Yes,No,Yellow,50,24,0.16,Negative,Yes,1,1,16,Signal Jumping
West Bengal,Scooter,Silver,2003,Delhi,25,Female,Learner,2,Clear,Dry,Expired,1,Yes,Yes,Yellow,60,97,0.41,Positive,Yes,3,2,14,Driving Without License
Delhi,Truck,Grey,2020,Uttar Pradesh,24,Female,Four-Wheeler,10,Dust Storm,Potholes,Valid,1,,Yes,Yellow,100,94,0.41,Not Conducted,No,4,5,2,No Seatbelt
Punjab,Car,Yellow,1995,Gujarat,32,Male,Two-Wheeler,4,Clear,Under Construction,Expired,5,,,Green,60,36,0.06,Positive,Yes,0,6,5,Overloading
Punjab,Truck,Yellow,2008,Tamil Nadu,24,Other,Commercial,6,Foggy,Wet,Expired,2,,Yes,Green,40,117,0.4,Negative,No,5,2,19,Using Mobile Phone
Tamil Nadu,Bus,Red,2011,Uttar Pradesh,35,Other,Heavy Vehicle,0,Clear,Wet,Suspended,4,No,No,Red,80,49,0.21,Negative,No,1,5,15,Over-speeding
Uttar Pradesh,Scooter,Red,1995,Punjab,55,Other,Two-Wheeler,0,Rainy,Slippery,Expired,3,No,No,Yellow,50,103,0.33,Positive,No,0,6,23,No Helmet
West Bengal,Truck,Grey,1999,Gujarat,62,Female,Heavy Vehicle,6,Rainy,Slippery,Valid,2,No,No,Green,60,97,0.25,Not Conducted,No,0,4,14,No Helmet
Delhi,Truck,Red,2021,Gujarat,65,Other,Two-Wheeler,4,Rainy,Under Construction,Suspended,3,No,No,Red,100,98,0.17,Positive,No,2,4,8,No Seatbelt
Maharashtra,Truck,Grey,2010,West Bengal,74,Other,Learner,7,Dust Storm,Under Construction,Valid,4,Yes,,Green,80,55,0.28,Not Conducted,Yes,0,2,2,Over-speeding
West Bengal,Bus,Grey,2002,Tamil Nadu,67,Female,Two-Wheeler,4,Foggy,Under Construction,Suspended,2,,No,Red,60,102,0.08,Not Conducted,No,3,1,21,Wrong Parking
West Bengal,Bus,Grey,2013,Uttar Pradesh,50,Other,Heavy Vehicle,5,Rainy,Wet,Suspended,3,Yes,No,Yellow,30,105,0.35,Not Conducted,Yes,3,6,14,Driving Without License
Delhi,Bus,Grey,2004,Punjab,37,Male,Two-Wheeler,2,Foggy,Slippery,Suspended,4,,No,Green,40,84,0.42,Not Conducted,Yes,2,4,22,Using Mobile Phone
Karnataka,Auto Rickshaw,White,2011,Gujarat,52,Other,Learner,3,Cloudy,Potholes,Expired,4,,,Red,50,31,0.3,Negative,No,2,6,20,Wrong Parking
West Bengal,Auto Rickshaw,Blue,2020,Gujarat,70,Other,Two-Wheeler,3,Foggy,Dry,Valid,4,No,Yes,Yellow,30,99,0.05,Positive,Yes,0,4,11,Overloading
West Bengal,Truck,Silver,2019,Tamil Nadu,68,Other,Commercial,8,Rainy,Slippery,Suspended,5,No,Yes,Yellow,40,92,0.35,Negative,No,5,1,7,Over-speeding
Gujarat,Bus,White,2000,Maharashtra,47,Female,Two-Wheeler,0,Clear,Slippery,Valid,4,No,,Red,100,75,0.11,Positive,No,3,1,9,Signal Jumping
West Bengal,Truck,Red,1998,Gujarat,44,Female,Learner,7,Rainy,Under Construction,Valid,5,No,No,Red,60,45,0.47,Not Conducted,No,4,2,17,Signal Jumping
Tamil Nadu,Scooter,Green,2009,Gujarat,41,Other,Four-Wheeler,5,Dust Storm,Potholes,Valid,2,No,,Green,100,52,0.08,Not Conducted,No,1,5,23,No Helmet
West Bengal,Car,White,2019,Delhi,36,Other,Heavy Vehicle,1,Dust Storm,Under Construction,Expired,5,,,Yellow,100,23,0.31,Negative,Yes,5,3,11,Signal Jumping
Maharashtra,Scooter,Grey,1996,Gujarat,71,Other,Four-Wheeler,3,Cloudy,Slippery,Expired,1,Yes,Yes,Green,80,82,0.29,Positive,No,1,5,10,Wrong Parking
Punjab,Auto Rickshaw,Blue,2014,West Bengal,69,Female,Four-Wheeler,5,Clear,Dry,Suspended,3,No,Yes,Green,30,84,0.07,Positive,No,2,4,2,No Helmet
Delhi,Truck,Red,2016,Delhi,56,Female,Heavy Vehicle,6,Dust Storm,Potholes,Valid,2,,,Green,80,114,0.14,Not Conducted,No,0,6,22,Wrong Parking
Punjab,Bus,Grey,2011,Karnataka,35,Other,Two-Wheeler,0,Rainy,Under Construction,Suspended,5,No,No,Green,30,99,0.24,Negative,Yes,5,6,16,Wrong Parking
Maharashtra,Car,Grey,2015,Punjab,44,Other,Learner,3,Foggy,Dry,Suspended,4,,No,Yellow,40,79,0.31,Negative,Yes,2,3,13,Signal Jumping
Punjab,Bike,Black,2001,Maharashtra,20,Other,Four-Wheeler,9,Cloudy,Potholes,Suspended,4,Yes,No,Green,60,72,0.36,Positive,No,0,3,1,Drunk Driving
Punjab,Bike,White,1996,Karnataka,20,Other,Learner,2,Foggy,Under Construction,Valid,4,,Yes,Yellow,40,114,0.29,Negative,No,5,0,23,Drunk Driving
Delhi,Bus,Red,2021,Punjab,64,Male,Learner,3,Clear,Dry,Valid,4,,,Red,80,117,0.45,Positive,Yes,4,3,9,No Seatbelt
Punjab,Bus,Yellow,2005,Gujarat,38,Male,Four-Wheeler,3,Dust Storm,Dry,Suspended,3,No,Yes,Red,60,74,0.39,Positive,No,1,0,22,No Seatbelt
Uttar Pradesh,Scooter,Yellow,2009,Tamil Nadu,71,Male,Commercial,2,Foggy,Slippery,Valid,4,Yes,,Yellow,40,115,0.33,Positive,No,4,0,16,Over-speeding
Karnataka,Bus,Red,2007,Punjab,65,Male,Four-Wheeler,8,Cloudy,Slippery,Expired,4,,Yes,Green,80,46,0.32,Not Conducted,No,3,3,14,Drunk Driving
Delhi,Bus,Grey,2019,Uttar Pradesh,71,Female,Heavy Vehicle,2,Clear,Slippery,Expired,3,,No,Green,30,120,0.21,Positive,No,1,4,14,Overloading
Karnataka,Scooter,Black,2004,Tamil Nadu,35,Female,Four-Wheeler,1,Rainy,Potholes,Expired,2,,No,Green,100,70,0.03,Positive,Yes,2,5,14,Over-speeding
Punjab,Truck,Red,2012,Punjab,75,Female,Heavy Vehicle,6,Cloudy,Dry,Expired,2,,Yes,Red,40,116,0.37,Positive,Yes,0,1,5,Drunk Driving
Delhi,Truck,Red,2010,Delhi,24,Other,Two-Wheeler,6,Foggy,Dry,Suspended,1,No,No,Yellow,50,105,0.34,Not Conducted,No,4,1,9,No Helmet
Tamil Nadu,Bus,Yellow,2010,Punjab,47,Other,Two-Wheeler,6,Clear,Slippery,Suspended,4,No,Yes,Red,60,89,0.49,Not Conducted,Yes,0,1,0,Using Mobile Phone
Delhi,Auto Rickshaw,White,2001,Punjab,53,Male,Commercial,7,Clear,Dry,Valid,4,Yes,,Red,30,49,0.41,Negative,Yes,3,5,10,No Seatbelt
Punjab,Truck,Blue,2008,Gujarat,51,Other,Commercial,0,Clear,Wet,Suspended,3,Yes,No,Red,30,96,0.31,Negative,No,0,6,8,Driving Without License
Punjab,Scooter,Yellow,2009,Gujarat,73,Female,Commercial,10,Rainy,Wet,Valid,1,No,,Yellow,50,38,0.12,Negative,No,2,2,13,Signal Jumping
Gujarat,Car,White,1995,Uttar Pradesh,75,Female,Commercial,5,Rainy,Potholes,Suspended,3,No,,Yellow,60,35,0.2,Not Conducted,No,3,6,4,Drunk Driving
Punjab,Car,Red,1998,Uttar Pradesh,47,Other,Four-Wheeler,3,Rainy,Wet,Expired,3,No,,Green,40,62,0.3,Negative,Yes,4,0,4,Overloading
Uttar Pradesh,Bike,White,2018,West Bengal,49,Other,Four-Wheeler,7,Clear,Wet,Valid,5,Yes,No,Yellow,80,87,0.25,Not Conducted,Yes,5,0,1,Wrong Parking
West Bengal,Bus,Green,2019,Maharashtra,62,Female,Four-Wheeler,0,Dust Storm,Under Construction,Expired,1,No,No,Green,50,117,0.13,Not Conducted,Yes,0,0,11,Driving Without License
Punjab,Truck,Blue,2003,West Bengal,55,Male,Four-Wheeler,0,Clear,Under Construction,Valid,1,,No,Green,60,95,0.3,Negative,No,0,2,0,No Helmet
Gujarat,Bus,Black,2008,Delhi,72,Male,Two-Wheeler,4,Rainy,Wet,Suspended,1,No,,Red,100,63,0.43,Negative,Yes,3,2,2,No Helmet
Tamil Nadu,Truck,Black,2013,Uttar Pradesh,60,Other,Learner,7,Foggy,Wet,Suspended,5,Yes,Yes,Yellow,100,83,0.37,Negative,No,5,6,11,No Helmet
Punjab,Scooter,Grey,1999,Gujarat,43,Female,Learner,7,Cloudy,Under Construction,Expired,4,No,,Yellow,80,37,0.22,Negative,No,0,6,6,Driving Without License
Delhi,Scooter,Yellow,2002,Tamil Nadu,46,Male,Commercial,0,Cloudy,Slippery,Expired,4,No,No,Yellow,80,65,0.01,Negative,Yes,3,2,10,No Seatbelt
Punjab,Auto Rickshaw,White,2011,Uttar Pradesh,67,Other,Two-Wheeler,8,Foggy,Slippery,Valid,5,,,Green,30,56,0.35,Positive,Yes,1,3,16,Driving Without License
West Bengal,Auto Rickshaw,Red,2020,Tamil Nadu,74,Male,Four-Wheeler,7,Foggy,Slippery,Valid,3,No,,Green,100,88,0.14,Not Conducted,No,2,5,20,Overloading
Maharashtra,Auto Rickshaw,Yellow,2014,Punjab,68,Other,Heavy Vehicle,7,Rainy,Under Construction,Expired,1,No,No,Yellow,50,60,0.01,Not Conducted,Yes,5,3,12,Driving Without License
Punjab,Bike,Grey,2008,Maharashtra,58,Male,Two-Wheeler,8,Cloudy,Potholes,Valid,2,Yes,,Red,30,95,0.15,Positive,Yes,2,3,8,Signal Jumping
West Bengal,Auto Rickshaw,Red,2023,Karnataka,39,Other,Heavy Vehicle,9,Clear,Potholes,Expired,4,,,Yellow,40,89,0.04,Positive,Yes,3,6,4,Drunk Driving
Gujarat,Bike,Green,2012,Tamil Nadu,70,Female,Heavy Vehicle,5,Foggy,Wet,Suspended,2,,No,Green,50,111,0.18,Negative,No,2,2,22,Over-speeding
West Bengal,Bike,Green,1996,Uttar Pradesh,72,Other,Two-Wheeler,2,Foggy,Slippery,Valid,5,Yes,No,Green,50,105,0.2,Positive,No,2,0,19,No Seatbelt
Karnataka,Auto Rickshaw,Silver,2006,Punjab,58,Male,Two-Wheeler,9,Clear,Slippery,Suspended,1,No,Yes,Yellow,50,63,0.44,Negative,No,2,5,8,Wrong Parking
Delhi,Car,Yellow,1998,Punjab,26,Other,Commercial,4,Rainy,Slippery,Valid,2,Yes,,Red,100,82,0.39,Negative,No,4,3,20,Drunk Driving
Tamil Nadu,Scooter,Grey,2020,Tamil Nadu,39,Female,Learner,0,Cloudy,Slippery,Expired,3,Yes,No,Green,80,64,0.08,Negative,No,3,0,20,No Helmet
Uttar Pradesh,Auto Rickshaw,Silver,2000,Karnataka,75,Other,Heavy Vehicle,4,Cloudy,Dry,Suspended,5,No,,Red,60,61,0.12,Not Conducted,Yes,1,5,9,Signal Jumping
Gujarat,Truck,Green,2023,Karnataka,71,Male,Two-Wheeler,5,Foggy,Slippery,Valid,5,No,No,Green,50,105,0.25,Negative,Yes,5,6,20,Overloading
Delhi,Car,Green,2013,West Bengal,39,Other,Learner,4,Rainy,Potholes,Valid,4,,Yes,Green,60,60,0.4,Negative,No,0,6,5,No Seatbelt
Karnataka,Bike,White,2020,West Bengal,30,Male,Four-Wheeler,1,Dust Storm,Under Construction,Expired,3,,Yes,Yellow,60,22,0.28,Not Conducted,Yes,0,2,17,Using Mobile Phone
Tamil Nadu,Bike,Red,2002,Punjab,19,Male,Heavy Vehicle,4,Cloudy,Under Construction,Expired,3,No,No,Green,50,36,0.19,Positive,No,0,6,9,No Helmet
Gujarat,Bike,White,2023,Punjab,63,Female,Learner,8,Dust Storm,Wet,Valid,1,Yes,No,Yellow,60,27,0.42,Not Conducted,No,5,2,18,Drunk Driving
Uttar Pradesh,Auto Rickshaw,Black,2015,Maharashtra,43,Female,Heavy Vehicle,4,Cloudy,Dry,Valid,3,No,Yes,Yellow,50,117,0.47,Not Conducted,No,4,2,18,Signal Jumping
Tamil Nadu,Auto Rickshaw,White,1999,Maharashtra,68,Male,Two-Wheeler,1,Dust Storm,Wet,Valid,5,No,,Green,100,96,0.04,Not Conducted,No,2,0,9,Using Mobile Phone
Delhi,Bike,Red,2018,Maharashtra,31,Other,Commercial,10,Rainy,Dry,Valid,2,Yes,Yes,Yellow,50,72,0.24,Not Conducted,Yes,1,5,22,No Helmet
Maharashtra,Auto Rickshaw,Red,2002,Maharashtra,40,Other,Heavy Vehicle,4,Foggy,Under Construction,Suspended,2,Yes,,Red,60,116,0.44,Positive,No,0,5,3,Driving Without License
West Bengal,Car,Black,2007,Karnataka,30,Male,Two-Wheeler,3,Cloudy,Potholes,Valid,2,Yes,,Green,40,118,0.36,Positive,No,0,3,6,No Seatbelt
Maharashtra,Truck,Green,2008,Tamil Nadu,46,Female,Commercial,2,Clear,Potholes,Expired,3,,No,Yellow,30,39,0.46,Not Conducted,Yes,5,6,8,Drunk Driving
Gujarat,Truck,White,2004,Maharashtra,44,Other,Heavy Vehicle,8,Rainy,Wet,Suspended,2,,,Yellow,50,72,0.1,Not Conducted,No,4,3,16,Drunk Driving
West Bengal,Auto Rickshaw,Green,2020,Delhi,62,Other,Two-Wheeler,6,Rainy,Potholes,Suspended,4,No,,Green,50,21,0.2,Not Conducted,Yes,4,4,22,Drunk Driving
Uttar Pradesh,Scooter,Black,2010,Maharashtra,26,Female,Heavy Vehicle,6,Dust Storm,Under Construction,Expired,1,,,Green,60,84,0.25,Positive,No,5,2,5,Driving Without License
Maharashtra,Scooter,Silver,2016,West Bengal,72,Other,Four-Wheeler,2,Clear,Potholes,Suspended,4,Yes,Yes,Red,30,38,0.02,Positive,No,1,4,5,No Seatbelt
Punjab,Scooter,Silver,2010,Uttar Pradesh,40,Other,Four-Wheeler,7,Clear,Dry,Suspended,5,No,Yes,Red,30,100,0.26,Positive,Yes,3,0,20,Over-speeding
West Bengal,Bus,Grey,1997,Delhi,69,Other,Learner,2,Cloudy,Dry,Valid,3,No,,Yellow,40,54,0.13,Positive,Yes,4,3,17,No Seatbelt
Karnataka,Auto Rickshaw,Blue,1995,West Bengal,40,Male,Learner,2,Dust Storm,Under Construction,Valid,2,,No,Green,60,44,0.32,Not Conducted,No,2,3,6,Wrong Parking
Tamil Nadu,Auto Rickshaw,Green,2016,Maharashtra,41,Other,Learner,7,Dust Storm,Dry,Suspended,5,Yes,No,Yellow,50,20,0.35,Not Conducted,Yes,2,2,2,No Seatbelt
Tamil Nadu,Scooter,Green,1996,Tamil Nadu,31,Male,Commercial,7,Cloudy,Dry,Suspended,4,,Yes,Red,40,43,0.05,Positive,No,0,5,0,Signal Jumping
Karnataka,Bike,Blue,2001,Gujarat,56,Female,Commercial,3,Rainy,Potholes,Suspended,2,,Yes,Red,40,58,0.05,Negative,No,3,1,4,Drunk Driving
Maharashtra,Car,Silver,2008,Karnataka,26,Female,Two-Wheeler,9,Clear,Potholes,Valid,1,Yes,No,Yellow,30,66,0.39,Positive,No,5,1,21,Drunk Driving
Uttar Pradesh,Auto Rickshaw,Grey,1998,Uttar Pradesh,74,Female,Commercial,0,Dust Storm,Dry,Suspended,2,No,Yes,Red,80,41,0.24,Positive,No,3,6,3,Signal Jumping
Karnataka,Car,Grey,2003,Maharashtra,34,Female,Commercial,9,Clear,Slippery,Expired,4,Yes,,Green,40,117,0.23,Not Conducted,Yes,1,6,11,No Helmet
Gujarat,Car,Silver,2017,West Bengal,52,Other,Commercial,10,Cloudy,Slippery,Valid,3,Yes,Yes,Red,40,46,0.34,Positive,Yes,0,6,7,Wrong Parking
Delhi,Auto Rickshaw,Red,2000,Delhi,23,Male,Learner,5,Clear,Potholes,Expired,3,Yes,,Green,50,29,0.14,Not Conducted,No,2,5,16,Overloading
Punjab,Auto Rickshaw,Black,1997,Tamil Nadu,59,Female,Four-Wheeler,6,Foggy,Dry,Expired,5,Yes,,Yellow,80,38,0.04,Positive,Yes,2,5,3,Signal Jumping
Maharashtra,Scooter,Yellow,2008,Uttar Pradesh,34,Male,Commercial,3,Cloudy,Under Construction,Suspended,5,Yes,Yes,Red,100,44,0.46,Positive,Yes,1,2,12,Over-speeding
Uttar Pradesh,Truck,Green,1995,Maharashtra,19,Male,Heavy Vehicle,1,Dust Storm,Slippery,Valid,5,,No,Green,30,79,0.14,Negative,No,5,3,11,Drunk Driving
Gujarat,Scooter,White,2000,West Bengal,62,Female,Commercial,9,Cloudy,Dry,Expired,5,Yes,Yes,Yellow,30,44,0.4,Not Conducted,Yes,5,3,13,Driving Without License
Delhi,Auto Rickshaw,White,2017,Gujarat,36,Female,Learner,2,Foggy,Slippery,Suspended,3,,No,Red,100,46,0.07,Not Conducted,No,2,0,4,Overloading
Maharashtra,Auto Rickshaw,Black,2012,West Bengal,23,Male,Four-Wheeler,10,Clear,Wet,Expired,4,,Yes,Yellow,60,94,0.28,Positive,No,1,3,19,Driving Without License
Uttar Pradesh,Car,Green,2021,Delhi,47,Other,Two-Wheeler,1,Cloudy,Potholes,Expired,4,,No,Red,50,98,0.19,Positive,Yes,2,0,21,Driving Without License
Punjab,Auto Rickshaw,Grey,2005,Uttar Pradesh,71,Other,Commercial,1,Rainy,Wet,Valid,4,,Yes,Red,60,77,0.29,Not Conducted,No,4,1,9,Signal Jumping
Tamil Nadu,Bike,Black,2019,Maharashtra,25,Female,Commercial,2,Clear,Under Construction,Suspended,2,Yes,Yes,Red,100,70,0.1,Negative,Yes,3,6,21,Using Mobile Phone
Karnataka,Bike,Red,2008,Punjab,43,Female,Learner,5,Cloudy,Under Construction,Valid,4,No,No,Red,30,26,0.21,Not Conducted,Yes,2,3,18,Over-speeding
Uttar Pradesh,Car,Red,2023,Punjab,73,Female,Two-Wheeler,10,Clear,Dry,Valid,5,,Yes,Yellow,30,24,0.21,Negative,No,3,1,22,Wrong Parking
Uttar Pradesh,Car,Red,2008,West Bengal,51,Other,Two-Wheeler,9,Clear,Under Construction,Expired,5,Yes,Yes,Yellow,30,67,0.1,Not Conducted,Yes,2,3,21,Driving Without License
Uttar Pradesh,Bike,White,2011,Punjab,47,Other,Learner,9,Foggy,Potholes,Valid,3,No,Yes,Green,50,92,0.37,Positive,No,4,3,11,Over-speeding
Uttar Pradesh,Auto Rickshaw,White,2011,Gujarat,36,Male,Four-Wheeler,10,Foggy,Wet,Valid,2,Yes,No,Red,100,117,0.2,Negative,Yes,3,1,22,Overloading
Maharashtra,Car,Red,2007,Delhi,24,Other,Two-Wheeler,5,Cloudy,Wet,Suspended,2,,Yes,Red,80,57,0.1,Negative,Yes,5,2,14,No Helmet
West Bengal,Bike,White,1997,Delhi,75,Other,Learner,2,Foggy,Dry,Valid,4,,No,Yellow,30,46,0.04,Not Conducted,No,5,6,2,Signal Jumping
Tamil Nadu,Auto Rickshaw,Silver,1997,Tamil Nadu,71,Other,Heavy Vehicle,0,Clear,Wet,Expired,3,,Yes,Green,40,31,0.05,Negative,No,5,6,17,Over-speeding
Uttar Pradesh,Truck,Black,2021,Delhi,23,Female,Heavy Vehicle,6,Foggy,Under Construction,Expired,1,,Yes,Green,80,27,0.31,Not Conducted,Yes,5,5,13,Overloading
West Bengal,Auto Rickshaw,Yellow,1997,Uttar Pradesh,60,Other,Commercial,6,Foggy,Dry,Valid,4,,,Green,100,93,0.22,Negative,Yes,1,4,19,Drunk Driving
Maharashtra,Scooter,Black,2012,Gujarat,37,Other,Heavy Vehicle,10,Rainy,Wet,Valid,5,No,,Red,60,39,0.18,Not Conducted,No,5,4,16,Over-speeding
Karnataka,Bus,Blue,2009,Karnataka,50,Male,Heavy Vehicle,0,Clear,Wet,Expired,1,Yes,Yes,Red,100,31,0.35,Negative,Yes,1,5,21,Wrong Parking
Maharashtra,Car,Blue,1996,Punjab,40,Other,Heavy Vehicle,4,Foggy,Under Construction,Expired,4,No,No,Yellow,30,36,0.48,Negative,No,5,4,23,Wrong Parking
Tamil Nadu,Scooter,Red,2005,Delhi,33,Other,Learner,5,Cloudy,Wet,Expired,3,Yes,Yes,Red,30,60,0.23,Negative,No,2,2,17,Wrong Parking
Tamil Nadu,Car,Blue,2008,Punjab,22,Female,Learner,3,Cloudy,Dry,Suspended,5,Yes,Yes,Red,80,85,0.49,Positive,Yes,2,5,12,No Seatbelt
Karnataka,Bike,Yellow,2005,West Bengal,27,Other,Four-Wheeler,7,Rainy,Wet,Expired,4,Yes,,Yellow,30,49,0.25,Not Conducted,Yes,2,5,8,No Seatbelt
Delhi,Bike,Black,2002,Uttar Pradesh,75,Other,Two-Wheeler,6,Clear,Potholes,Expired,1,,No,Green,50,36,0.28,Negative,No,3,1,6,Drunk Driving
Punjab,Scooter,Red,2013,Gujarat,24,Female,Commercial,0,Dust Storm,Slippery,Valid,1,,,Green,50,22,0.35,Positive,Yes,2,6,13,Signal Jumping
Punjab,Auto Rickshaw,Green,2005,Tamil Nadu,68,Female,Commercial,7,Cloudy,Under Construction,Suspended,4,,No,Green,60,41,0.03,Positive,No,0,5,20,Overloading
Uttar Pradesh,Truck,Blue,2000,Uttar Pradesh,35,Male,Learner,6,Dust Storm,Slippery,Valid,4,,Yes,Green,100,106,0.21,Not Conducted,No,0,1,13,Driving Without License
Uttar Pradesh,Auto Rickshaw,White,2006,Maharashtra,21,Female,Four-Wheeler,1,Dust Storm,Slippery,Suspended,5,,Yes,Yellow,100,79,0.21,Negative,Yes,5,2,8,Over-speeding
Gujarat,Bus,Red,2003,Uttar Pradesh,67,Female,Commercial,7,Foggy,Dry,Valid,5,,,Yellow,60,95,0.21,Positive,No,0,0,11,Over-speeding
Uttar Pradesh,Car,Green,1999,Tamil Nadu,63,Male,Two-Wheeler,4,Rainy,Potholes,Valid,3,No,Yes,Red,50,76,0.23,Negative,No,1,1,4,Signal Jumping
